Id,Nombre
663,Bermuda226845
664,Parka316739
665,Boina17744
666,Botas597198
667,Parka701110
668,Impermeable975213
669,Vestido861067
670,Sudadera927336
671,Camisón138143
672,Chal852717
673,Blazer890817
674,Sombrero523776
675,Kimono281766
676,Overol758748
677,Babero800992
678,Suéter821151
679,Gabardina308450
680,Top510522
681,Bata602791
682,Sombrero178835
683,Bufanda568191
684,Camiseta553641
685,Camisa126015
686,Chaleco952218
687,Chaqueta324535
688,Guantes702057
689,Guantes132629
690,Poncho56908
691,Túnica146295
692,Gorra492788
693,Chándal228459
694,Abrigo680240
695,Blusa860611
696,Overol680494
697,Impermeable157267
698,Kimono717677
699,Gabardina778960
700,Mono676471
701,Camiseta320347
702,Chándal357848
703,Corbata863983
704,Abrigo329843
705,Poncho323467
706,Chal93892
707,Camisón460581
708,Kimono789659
709,Traje65380
710,Chaleco972611
711,Sudadera106725
712,Chándal40580
713,Zapatos565407
714,Camisón758394
715,Chándal53840
716,Polo154344
717,Sudadera641122
718,Abrigo712296
719,Sombrero534705
720,Guantes421706
721,Gabardina366022
722,Medias24315
723,Chándal569553
724,Bermuda10088
725,Boina594501
726,Bufanda188677
727,Corbata852821
728,Abrigo902989
729,Gabardina809167
730,Kimono9707
731,Sandalias442599
732,Faja254456
733,Cinturón918715
734,Sombrero357928
735,Pantalón701462
736,Cazadora888855
737,Blazer572171
738,Chándal841074
739,Calcetines180726
740,Cardigan648326
741,Medias708821
742,Impermeable107960
743,Abrigo432397
744,Corbata365243
745,Bermuda713313
746,Sandalias877847
747,Chaleco205077
748,Sombrero173324
749,Chal902765
750,Corbata500751
751,Pantalón841988
752,Camiseta664335
753,Cinturón209756
754,Cazadora951886
755,Camiseta717606
756,Botas422376
757,Botas294269
758,Sombrero663257
759,Cinturón920795
760,Falda644185
761,Chal315041
762,Sandalias852447
763,Cinturón725222
764,Impermeable746012
765,Sombrero761447
766,Calcetines593545
767,Chándal55656
768,Parka248413
769,Mono334330
770,Mono657584
771,Cazadora203619
772,Pijama991399
773,Leggins217989
774,Parka580825
775,Esmoquin40672
776,Vestido849382
777,Chaqueta700521
778,Short257203
779,Camiseta313995
780,Pijama323962
781,Camisa756202
782,Túnica570243
783,Cazadora655430
784,Chaleco730287
785,Impermeable812802
786,Gorra223961
787,Chaqueta534503
788,Babero257561
789,Bata943665
790,Bata101026
791,Cinturón158253
792,Bermuda20964
793,Túnica371784
794,Kimono821542
795,Bermuda655461
796,Falda893398
797,Túnica852585
798,Zapatos943803
799,Camisón980600
800,Chaleco921466
801,Zapatos868549
802,Medias854847
803,Overol103945
804,Boina726038
805,Vestido755002
806,Mono817214
807,Sudadera158209
808,Gorra39466
809,Esmoquin607583
810,Cinturón790674
811,Camiseta318099
812,Sombrero186020
813,Parka513217
814,Chal465404
815,Babero676128
816,Camiseta179214
817,Falda967722
818,Polo249992
819,Short728599
820,Chal391448
821,Overol367850
822,Calcetines317522
823,Polo389702
824,Chándal542985
825,Faja539393
826,Cinturón731431
827,Cinturón138607
828,Poncho198047
829,Chándal225323
830,Gabardina598112
831,Sandalias785478
832,Túnica787085
833,Gorra638051
834,Falda711878
835,Pantalón194946
836,Cazadora521714
837,Chaqueta554488
838,Abrigo747463
839,Falda591874
840,Gorra608825
841,Suéter178607
842,Corbata177746
843,Sudadera935023
844,Poncho883560
845,Sandalias584537
846,Zapatos514299
847,Calcetines800782
848,Parka534997
849,Boina58938
850,Túnica73099
851,Sudadera590053
852,Cazadora395556
853,Boina932185
854,Top855781
855,Bermuda46929
856,Botas792210
857,Medias823030
858,Chándal154399
859,Pijama413845
860,Calcetines622748
861,Polo317827
862,Chaleco664443
863,Blazer521942
864,Bermuda294823
865,Traje519977
866,Sombrero433268
867,Overol569289
868,Pijama622582
869,Zapatos165282
870,Pantalón690850
871,Guantes883043
872,Blusa212643
873,Impermeable45087
874,Pantalón416436
875,Bata35335
876,Overol562456
877,Sombrero404536
878,Impermeable384663
879,Bufanda830867
880,Parka455331
881,Boina829979
882,Short603363
883,Botas863700
884,Calcetines623688
885,Túnica373574
886,Kimono947174
887,Vestido857454
888,Polo373732
889,Gabardina489136
890,Pijama972309
891,Babero860538
892,Chaleco390
893,Mono711502
894,Sombrero327777
895,Camiseta676396
896,Bermuda8934
897,Medias459112
898,Falda914492
899,Polo974387
900,Short491138
901,Suéter843026
902,Polo137790
903,Calcetines629877
904,Sudadera877364
905,Faja606962
906,Leggins624004
907,Bermuda198346
908,Faja449631
909,Poncho811793
910,Sombrero577465
911,Camiseta153580
912,Leggins63330
913,Cazadora625013
914,Kimono480271
915,Corbata217670
916,Chándal817420
917,Babero880758
918,Cazadora64925
919,Gorra586203
920,Esmoquin218846
921,Sandalias304319
922,Jersey850864
923,Túnica292623
924,Suéter454721
925,Faja156811
926,Blusa741707
927,Traje748320
928,Sandalias190310
929,Cardigan547928
930,Chal191315
931,Boina898621
932,Chaqueta164157
933,Camiseta291390
934,Pantalón967232
935,Camisa448630
936,Leggins423517
937,Guantes536595
938,Impermeable790191
939,Botas391301
940,Camisón654611
941,Sandalias239636
942,Bata1079
943,Impermeable498372
944,Sombrero646549
945,Guantes137679
946,Parka137124
947,Leggins622366
948,Boina689371
949,Poncho372561
950,Túnica959292
951,Impermeable287711
952,Bermuda975949
953,Babero605313
954,Túnica175005
955,Sudadera929903
956,Sombrero229029
957,Faja547059
958,Boina273349
959,Guantes452664
960,Calcetines14202
961,Gorra454206
962,Pijama659695
963,Bata298444
964,Camisa683232
965,Zapatos776836
966,Medias81366
967,Top100002
968,Parka648910
969,Short461263
970,Sudadera522115
971,Blusa302430
972,Zapatos809055
973,Camiseta226946
974,Mono159480
975,Bermuda539975
976,Cinturón835722
977,Pijama925648
978,Poncho600910
979,Sombrero895763
980,Corbata832312
981,Impermeable472302
982,Pijama481306
983,Cardigan345163
984,Boina684319
985,Gorra718077
986,Zapatos504502
987,Blusa470471
988,Guantes183325
989,Sombrero370323
990,Chándal521169
991,Overol229635
992,Gabardina193856
993,Sudadera708127
994,Poncho981430
995,Guantes136361
996,Jersey481380
997,Bufanda204314
998,Corbata674551
999,Impermeable262517
1000,Corbata705741
