usuario,productoId,pago
255,77575,pago58973
256,98532,pago87043
257,24218,pago41646
258,39473,pago71260
259,56725,pago86794
260,96892,pago9239
261,27023,pago50275
262,40919,pago46793
263,22786,pago71862
264,61547,pago42298
265,54551,pago56087
266,12156,pago8625
267,61177,pago92044
268,91977,pago88174
269,94916,pago98909
270,79674,pago83451
271,52172,pago2644
272,27152,pago82127
273,15171,pago805
274,64977,pago7900
275,52081,pago54214
276,89095,pago42202
277,43197,pago68361
278,71311,pago61106
279,82817,pago48875
280,75545,pago38841
281,61963,pago14533
282,75752,pago63685
283,87529,pago54062
284,6460,pago97415
285,87669,pago77921
286,37834,pago12910
287,24304,pago35189
288,29541,pago78941
289,43502,pago50680
290,70523,pago11962
291,77220,pago63604
292,82911,pago32204
293,33280,pago47215
294,69979,pago52113
295,48420,pago21635
296,4954,pago28886
297,47018,pago49471
298,47113,pago98452
299,21525,pago50812
300,91856,pago50984
301,56050,pago41524
302,54712,pago81214
303,79399,pago91003
304,33922,pago31944
305,91663,pago7103
306,61885,pago43429
307,60334,pago13205
308,80247,pago59735
309,12768,pago44024
310,78067,pago29327
311,42838,pago66455
312,39861,pago75627
313,45337,pago28763
314,51322,pago13796
315,16444,pago41283
316,10073,pago11094
317,28884,pago52616
318,40685,pago66374
319,10830,pago34994
320,81006,pago10875
321,43324,pago22544
322,63304,pago1627
323,32737,pago15925
324,69411,pago54
325,26933,pago90458
326,57577,pago70160
327,16001,pago27930
328,11544,pago83064
329,38848,pago20608
330,74496,pago47092
331,29922,pago89086
332,37124,pago18005
333,97465,pago11083
334,99948,pago82684
335,69480,pago29916
336,27205,pago22076
337,67428,pago95948
338,73980,pago17402
339,20553,pago84782
340,76867,pago14691
341,18874,pago12301
342,35898,pago51792
343,6342,pago22026
344,34922,pago69920
345,7658,pago48216
346,75763,pago21543
347,94759,pago82358
348,87683,pago87519
349,44495,pago74437
350,14291,pago74700
351,44143,pago69956
352,4421,pago26652
353,96977,pago4512
354,82591,pago74860
355,50995,pago46251
356,26558,pago99910
357,62631,pago25946
358,43867,pago23438
359,64620,pago97208
360,67758,pago67732
361,65284,pago64915
362,38964,pago43907
363,84286,pago16725
364,89188,pago5842
365,1049,pago96279
366,24044,pago35138
367,4311,pago77816
368,27459,pago8934
369,10795,pago95031
370,9717,pago72045
371,29993,pago86248
372,90433,pago43857
373,95015,pago72917
374,83948,pago53383
375,3547,pago30982
376,16766,pago85987
377,60162,pago75720
378,66729,pago36503
379,50367,pago79200
380,18748,pago18492
381,33333,pago21523
382,49335,pago10057
383,78790,pago28508
384,22462,pago25144
385,66121,pago66831
386,41021,pago1034
387,83137,pago81706
388,80287,pago80482
389,17701,pago27226
390,25363,pago34204
391,53549,pago38213
392,42642,pago71581
393,81274,pago68284
394,57046,pago72220
395,49366,pago61665
396,60555,pago50175
397,39266,pago88163
398,35428,pago30313
399,67294,pago32449
400,48241,pago35640
401,68234,pago69180
402,98691,pago89853
403,42641,pago30260
404,57188,pago68151
405,17046,pago40612
406,26818,pago84726
407,25596,pago17647
408,74927,pago74385
409,9000,pago37811
410,79805,pago74629
411,40770,pago88063
412,37146,pago40633
413,98957,pago43122
414,37596,pago93964
415,92853,pago54657
416,78292,pago60045
417,1987,pago61610
418,70251,pago98468
419,67733,pago81566
420,74511,pago54276
421,51429,pago24314
422,88447,pago40339
423,13962,pago43662
424,2738,pago76483
425,93269,pago85791
426,63443,pago92517
427,45039,pago92365
428,62436,pago1888
429,2884,pago58816
430,57636,pago15572
431,32076,pago55071
432,12469,pago52192
433,18273,pago31299
434,38813,pago82166
435,65464,pago53863
436,7850,pago95202
437,94613,pago25758
438,24613,pago31493
439,56564,pago67919
440,41853,pago76698
441,80873,pago4920
442,95044,pago92494
443,18333,pago48618
444,11056,pago69560
445,63171,pago38717
446,31510,pago53265
447,34217,pago12349
448,86055,pago77246
449,45775,pago82811
450,58410,pago84411
451,59076,pago91527
452,8268,pago34669
453,74832,pago98584
454,90216,pago65617
455,4265,pago7225
456,93455,pago7122
457,59762,pago68960
458,88176,pago71191
459,32403,pago90580
460,85007,pago28583
461,47547,pago84890
462,61871,pago97865
463,56460,pago58061
464,21574,pago67291
465,91578,pago76435
466,92182,pago50800
467,46419,pago78183
468,15601,pago5801
469,53529,pago64095
470,99551,pago29069
471,16615,pago97272
472,77963,pago58515
473,54869,pago6296
474,78357,pago60606
475,23947,pago25709
476,42459,pago46458
477,42279,pago52730
478,37776,pago39883
479,11677,pago90377
480,38212,pago94960
481,76529,pago59759
482,36965,pago22851
483,17059,pago82601
484,57225,pago14632
485,57140,pago20643
486,28783,pago53054
487,77619,pago97952
488,51921,pago45542
489,11017,pago90783
490,32670,pago8743
491,78500,pago48886
492,22988,pago76925
493,8425,pago19384
494,80166,pago13461
495,13978,pago56640
496,39657,pago45840
497,96962,pago72840
498,35490,pago82771
499,95316,pago31556
500,94483,pago56970
501,87873,pago17386
502,64746,pago89237
503,27085,pago67971
504,76361,pago58658
505,36820,pago39767
506,39259,pago40323
507,45050,pago73449
508,28787,pago17133
509,33303,pago23897
510,12628,pago27398
511,89387,pago81998
512,69372,pago5342
513,99112,pago10332
514,67356,pago5627
515,25612,pago49471
516,21976,pago54917
517,28140,pago61392
518,47244,pago59261
519,94938,pago55582
520,1693,pago48670
521,13630,pago35307
522,20838,pago11468
523,95309,pago52445
524,8058,pago90355
525,24394,pago351
526,86846,pago77423
527,96337,pago72685
528,43482,pago54676
529,87018,pago57337
530,14350,pago17852
531,28725,pago63886
532,32821,pago78498
533,34922,pago76559
534,5728,pago20267
535,76916,pago61080
536,75820,pago4905
537,36773,pago95390
538,57465,pago2766
539,55952,pago90305
540,49163,pago32086
541,52339,pago52452
542,3509,pago77873
543,86599,pago86479
544,22446,pago50915
545,5804,pago70762
546,75771,pago10485
547,30398,pago6354
548,4512,pago31956
549,23457,pago77694
550,77652,pago72886
551,48126,pago42403
552,10894,pago67338
553,90620,pago37818
554,11126,pago99433
555,39137,pago54583
556,30087,pago27922
557,41465,pago32615
558,44112,pago40192
559,25816,pago9974
560,34443,pago27340
561,45733,pago48247
562,25360,pago42096
563,31530,pago72385
564,41355,pago54527
565,59185,pago40825
566,21971,pago49608
567,66973,pago30586
568,85910,pago87884
569,3123,pago97999
570,44685,pago99
571,38309,pago81754
572,29071,pago38500
573,49410,pago2672
574,82026,pago57315
575,22693,pago1549
576,92269,pago77056
577,87050,pago98776
578,91821,pago96905
579,54851,pago45173
580,69306,pago24681
581,71822,pago71931
582,71573,pago42550
583,57956,pago30988
584,23926,pago36165
585,20177,pago23761
586,28183,pago17010
587,83238,pago2877
588,4057,pago40603
589,15772,pago67421
590,48520,pago40683
591,35071,pago89216
592,8636,pago24210
593,69569,pago9979
594,88531,pago69340
595,15864,pago44404
596,47157,pago56328
597,99230,pago5095
598,12524,pago85271
599,35557,pago87505
600,39191,pago67730
601,69686,pago71384
602,95620,pago65876
603,99636,pago39224
604,25602,pago67485
605,97992,pago82706
606,86910,pago40674
607,52218,pago78496
608,61521,pago38952
609,62099,pago89947
610,75905,pago20515
611,18484,pago7179
612,76579,pago85911
613,61787,pago95634
614,13101,pago31781
615,43545,pago22957
616,83146,pago18483
617,38377,pago39251
618,23051,pago42293
619,70937,pago55179
620,72471,pago4544
621,68678,pago64320
622,94064,pago31128
623,98734,pago54312
624,47025,pago8598
625,39711,pago36986
626,31201,pago18323
627,87385,pago66391
628,41481,pago96862
629,18881,pago21109
630,8404,pago33313
631,3820,pago58313
632,32314,pago93671
633,3843,pago11229
634,18806,pago90339
635,36128,pago27302
636,36878,pago63232
637,67347,pago36080
638,15632,pago24467
639,44067,pago50984
640,57294,pago38283
641,55543,pago81433
642,15737,pago95032
643,72848,pago83097
644,18974,pago38091
645,88697,pago58465
646,85757,pago51963
647,57637,pago11998
648,56368,pago74859
649,82036,pago13054
650,68395,pago45955
651,78469,pago31884
652,56275,pago21012
653,86866,pago61434
654,52296,pago5575
655,98221,pago96949
656,96247,pago78117
657,59974,pago41257
658,26133,pago79786
659,75850,pago98841
660,59391,pago51007
661,30641,pago83063
662,57253,pago50797
663,49704,pago71333
664,51771,pago18919
665,30065,pago42474
666,59872,pago57868
667,21522,pago74122
668,29971,pago87766
669,56199,pago68104
670,17754,pago76002
671,52351,pago803
672,4388,pago14656
673,54425,pago88959
674,16207,pago42647
675,87326,pago7
676,64846,pago41787
677,50582,pago84543
678,55371,pago48882
679,40042,pago84886
680,77238,pago62333
681,56250,pago33613
682,73809,pago4717
683,93155,pago78596
684,86203,pago55261
685,94731,pago69591
686,13222,pago72141
687,8774,pago15712
688,43394,pago84467
689,35778,pago30131
690,4615,pago66445
691,51618,pago54153
692,72983,pago87463
693,73848,pago84059
694,14016,pago48867
695,64205,pago66253
696,30283,pago7082
697,12643,pago70991
698,91811,pago51203
699,14538,pago67601
700,9725,pago23973
701,85575,pago40949
702,27823,pago32445
703,4644,pago59009
704,62152,pago47307
705,33604,pago11994
706,32784,pago80461
707,18334,pago65573
708,68678,pago48691
709,43990,pago55655
710,87235,pago91362
711,60654,pago72078
712,5498,pago9315
713,73605,pago60893
714,15901,pago12106
715,14837,pago53231
716,76283,pago24662
717,69114,pago17112
718,60952,pago22399
719,65851,pago44973
720,2931,pago42483
721,57978,pago44413
722,93525,pago96084
723,86478,pago77605
724,92720,pago6475
725,29026,pago97539
726,84338,pago71491
727,20239,pago28939
728,11338,pago26652
729,22602,pago98973
730,14422,pago46409
731,26060,pago5768
732,76868,pago53589
733,20204,pago1072
734,69981,pago27666
735,19371,pago4941
736,35869,pago89324
737,24341,pago55165
738,10363,pago30147
739,73728,pago9388
740,86388,pago40209
741,88766,pago7099
742,15071,pago12999
743,15146,pago91475
744,9976,pago75929
745,47734,pago71821
746,97382,pago60390
747,97992,pago10416
748,54746,pago53271
749,49491,pago79235
750,53755,pago23341
751,66499,pago49545
752,50512,pago23730
753,96299,pago55981
754,64762,pago9172
755,88338,pago23059
756,58137,pago53259
757,13337,pago50181
758,79546,pago18321
759,32218,pago74510
760,88214,pago73410
761,77111,pago9524
762,37988,pago84376
763,39527,pago72626
764,790,pago75107
765,71664,pago97339
766,2227,pago69471
767,69098,pago93097
768,37082,pago91419
769,42167,pago53610
770,97736,pago26085
771,80993,pago67771
772,85337,pago5262
773,97959,pago37559
774,74171,pago87730
775,45104,pago77837
776,62746,pago26675
777,15336,pago78192
778,5778,pago64050
779,12316,pago56182
780,2844,pago72950
781,78877,pago6070
782,46659,pago90655
783,59509,pago74877
784,76702,pago17446
785,5002,pago17130
786,50923,pago75639
787,87798,pago98827
788,35698,pago41350
789,6497,pago83780
790,76852,pago40267
791,43964,pago42697
792,91749,pago61150
793,95789,pago52879
794,52139,pago62140
795,95641,pago72154
796,12812,pago29330
797,28992,pago50185
798,43399,pago82875
799,82105,pago18842
800,12745,pago54391
801,52417,pago42267
802,55110,pago35811
803,51509,pago39707
804,71612,pago60312
805,24739,pago49650
806,77009,pago15721
807,81678,pago83361
808,16651,pago37358
809,87986,pago91349
810,75446,pago81191
811,53372,pago12206
812,49157,pago90132
813,73007,pago17476
814,83566,pago12034
815,67575,pago866
816,5869,pago12820
817,65504,pago34506
818,75246,pago32365
819,52241,pago89689
820,4392,pago17734
821,73857,pago71196
822,72407,pago6700
823,70875,pago39478
824,25636,pago18512
825,13033,pago9635
826,47371,pago96841
827,57685,pago71763
828,19,pago26972
829,50116,pago98030
830,36524,pago83753
831,41158,pago73641
832,71360,pago78914
833,78801,pago39923
834,67081,pago15128
835,20191,pago94532
836,13519,pago32929
837,5620,pago40759
838,32453,pago3053
839,50415,pago96508
840,3952,pago11058
841,94982,pago89166
842,10798,pago25922
843,24408,pago3588
844,79158,pago48227
845,96676,pago62498
846,3842,pago98876
847,83469,pago13219
848,76723,pago21872
849,73924,pago44223
850,75942,pago86067
851,41631,pago90458
852,33226,pago74367
853,44098,pago3775
854,58152,pago68336
855,58305,pago32069
856,2049,pago63871
857,53863,pago46212
858,72780,pago46748
859,82820,pago41473
860,43027,pago30312
861,2878,pago80576
862,55358,pago39402
863,8202,pago16069
864,25184,pago25726
865,36078,pago48989
866,35859,pago32081
867,90046,pago37232
868,29039,pago38237
869,8302,pago55134
870,50614,pago70809
871,98031,pago31958
872,94234,pago72763
873,1427,pago16599
874,77528,pago36585
875,27222,pago49205
876,49310,pago41612
877,11298,pago13567
878,45173,pago23092
879,58043,pago95706
880,50968,pago71343
881,24759,pago57841
882,15109,pago89193
883,55980,pago44431
884,23252,pago52769
885,73511,pago77178
886,93730,pago56975
887,22184,pago71644
888,59336,pago4518
889,22686,pago56725
890,93125,pago42127
891,65050,pago1806
892,80367,pago55545
893,66970,pago64066
894,53405,pago15602
895,79033,pago15708
896,40672,pago21889
897,42026,pago44178
898,99754,pago16818
899,1957,pago24760
900,43100,pago90920
901,73604,pago16951
902,83222,pago3317
903,91945,pago44044
904,11699,pago53223
905,22180,pago28796
906,46945,pago6086
907,40512,pago82311
908,69380,pago17177
909,25989,pago87548
910,57966,pago14027
911,99094,pago46144
912,3125,pago79316
913,27296,pago17860
914,68556,pago78653
915,4244,pago75554
916,12681,pago55564
917,90506,pago5328
918,53320,pago15873
919,56303,pago22495
920,60385,pago25287
921,11984,pago49596
922,80868,pago99804
923,33175,pago24520
924,89538,pago62960
925,34412,pago27936
926,29617,pago97027
927,66401,pago4370
928,48886,pago90846
929,32933,pago43864
930,25564,pago85041
931,98879,pago61150
932,14222,pago77271
933,56232,pago61756
934,44088,pago95551
935,4707,pago29669
936,10563,pago4930
937,55967,pago94396
938,15723,pago86934
939,1924,pago81387
940,94197,pago25934
941,60832,pago99847
942,88991,pago99087
943,71812,pago65972
944,65529,pago26874
945,25826,pago12005
946,60127,pago41879
947,22480,pago36761
948,32288,pago32523
949,24915,pago89055
950,74031,pago25156
951,12004,pago61920
952,90785,pago81115
953,79015,pago85073
954,16554,pago4293
955,18329,pago76344
956,8146,pago7417
957,66212,pago26435
958,29012,pago13145
959,18093,pago62546
960,33746,pago13567
961,21078,pago85906
962,25209,pago90871
963,74527,pago34467
964,15700,pago32433
965,43300,pago67667
966,36493,pago31726
967,78477,pago41333
968,33931,pago33006
969,28443,pago52408
970,82336,pago26244
971,75786,pago76880
972,70513,pago86164
973,82979,pago39663
974,77658,pago23665
975,55301,pago16914
976,95705,pago313
977,26553,pago87208
978,55349,pago41795
979,52670,pago93587
980,48110,pago25649
981,64134,pago86363
982,38766,pago67531
983,65330,pago90198
984,95031,pago50826
985,62484,pago29055
986,46681,pago61991
987,98110,pago61366
988,82120,pago18525
989,44726,pago81627
990,42669,pago6587
991,70514,pago98279
992,10796,pago62591
993,36015,pago94095
994,17467,pago6791
995,30587,pago50484
996,32468,pago54867
997,97846,pago77719
998,38395,pago26326
999,98961,pago58361
1000,4324,pago76233
1001,12268,pago87852
1002,78623,pago79653
1003,64463,pago85989
1004,61564,pago35660
1005,42010,pago42243
1006,9482,pago8288
1007,10884,pago83026
1008,66285,pago80565
1009,66106,pago62678
1010,26199,pago10696
1011,32904,pago45143
1012,5881,pago63661
1013,85577,pago32767
1014,78133,pago85085
1015,69349,pago19291
1016,26274,pago45454
1017,97570,pago48141
1018,84991,pago62750
1019,54216,pago19499
1020,22573,pago39296
1021,72553,pago3672
1022,98797,pago63062
1023,23193,pago87827
1024,76260,pago20353
1025,72923,pago71842
1026,95282,pago55623
1027,64597,pago78677
1028,25334,pago37245
1029,53422,pago4852
1030,24546,pago26616
1031,32635,pago28599
1032,19711,pago28176
1033,18170,pago80757
1034,51763,pago97405
1035,39261,pago57542
1036,70547,pago95792
1037,75248,pago77004
1038,42063,pago59705
1039,41078,pago85527
1040,62725,pago86343
1041,10516,pago98548
1042,61680,pago3984
1043,65468,pago91324
1044,75612,pago36206
1045,75444,pago72331
1046,85653,pago3969
1047,54415,pago17885
1048,24062,pago65601
1049,90331,pago76110
1050,64644,pago64348
1051,47580,pago81438
1052,34001,pago35008
1053,33629,pago23211
1054,28611,pago76328
1055,72691,pago36973
1056,23039,pago85514
1057,79897,pago43550
1058,4487,pago92468
1059,58958,pago61261
1060,99020,pago9090
1061,55807,pago17229
1062,65788,pago7542
1063,61798,pago61132
1064,47748,pago5318
1065,65932,pago53062
1066,34868,pago10589
1067,41195,pago19249
1068,75983,pago14714
1069,76001,pago11230
1070,89064,pago53369
1071,95671,pago61070
1072,15405,pago56942
1073,42080,pago74659
1074,55863,pago75625
1075,26954,pago21944
1076,17921,pago76750
1077,985,pago90827
1078,21036,pago67071
1079,56926,pago57987
1080,80640,pago39975
1081,75309,pago9446
1082,35360,pago70997
1083,46072,pago4868
1084,69874,pago17192
1085,3499,pago28133
1086,44767,pago55570
1087,82547,pago60648
1088,93850,pago64905
1089,83153,pago84127
1090,96164,pago35053
1091,98863,pago60115
1092,13371,pago53161
1093,20916,pago84748
1094,72072,pago52339
1095,21783,pago51088
1096,89325,pago64431
1097,57643,pago63568
1098,52854,pago79859
1099,59079,pago73000
1100,17977,pago64114
1101,54723,pago29387
1102,56195,pago88271
1103,30562,pago59397
1104,84674,pago69344
1105,97969,pago21684
1106,92204,pago90270
1107,42295,pago54094
1108,94218,pago99895
1109,67967,pago41432
1110,43988,pago37995
1111,76811,pago1071
1112,30680,pago8073
1113,31634,pago14398
1114,91240,pago75689
1115,89805,pago37073
1116,46813,pago84752
1117,23782,pago87172
1118,92785,pago41543
1119,78137,pago1855
1120,43075,pago42708
1121,56718,pago63210
1122,17331,pago89950
1123,58304,pago92318
1124,69101,pago46078
1125,11811,pago408
1126,67816,pago90509
1127,30688,pago67089
1128,14534,pago86535
1129,83416,pago39506
1130,40585,pago45395
1131,6077,pago1593
1132,94617,pago28236
1133,87002,pago91924
1134,538,pago37346
1135,25231,pago26013
1136,7607,pago71135
1137,56803,pago30446
1138,91963,pago2216
1139,54805,pago90095
1140,41222,pago62845
1141,27230,pago24911
1142,17086,pago5700
1143,24677,pago5536
1144,93392,pago52417
1145,99625,pago84170
1146,87655,pago70304
1147,29920,pago82396
1148,92055,pago27220
1149,58464,pago54112
1150,94246,pago41079
1151,9920,pago52354
1152,44555,pago38086
1153,54070,pago81790
1154,44419,pago43785
1155,77827,pago64987
1156,20558,pago64588
1157,87356,pago42780
1158,7711,pago93698
1159,59913,pago10632
1160,57909,pago44577
1161,50278,pago12571
1162,64578,pago96437
1163,67154,pago28794
1164,91646,pago99399
1165,23601,pago70423
1166,69589,pago69572
1167,13784,pago38830
1168,12635,pago43007
1169,43476,pago78322
1170,53982,pago60032
1171,4091,pago80096
1172,18320,pago92867
1173,93923,pago74
1174,32013,pago42766
1175,81321,pago22043
1176,23001,pago70495
1177,70134,pago38055
1178,49438,pago37708
1179,97142,pago58264
1180,8809,pago30276
1181,24300,pago98512
1182,58819,pago19112
1183,83527,pago77089
1184,6557,pago50532
1185,57773,pago10496
1186,56058,pago64298
1187,52335,pago19010
1188,60456,pago43847
1189,27691,pago15680
1190,89658,pago27441
1191,33949,pago64735
1192,20423,pago84759
1193,39232,pago34572
1194,35825,pago55014
1195,12026,pago17679
1196,93769,pago21584
1197,85721,pago85693
1198,85632,pago75625
1199,1078,pago13752
1200,1143,pago65624
1201,2838,pago91533
1202,46552,pago47533
1203,24611,pago230
1204,54202,pago40505
1205,93362,pago7062
1206,30078,pago89818
1207,84526,pago70262
1208,3473,pago65129
1209,3191,pago27935
1210,79658,pago28363
1211,26863,pago55746
1212,35488,pago84128
1213,15521,pago84738
1214,20613,pago35142
1215,8187,pago36857
1216,24252,pago90989
1217,51423,pago1191
1218,52024,pago56109
1219,88570,pago40414
1220,78255,pago1758
1221,44131,pago91300
1222,73967,pago72930
1223,15430,pago24836
1224,75104,pago77203
1225,23089,pago87173
1226,92999,pago31089
1227,59265,pago75354
1228,16007,pago26248
1229,52300,pago20067
1230,34837,pago43260
1231,92612,pago13326
1232,42808,pago84746
1233,80319,pago75554
1234,41653,pago52936
1235,64096,pago40535
1236,6783,pago25457
1237,73178,pago3859
1238,9731,pago95059
1239,65149,pago85830
1240,88230,pago92224
1241,18610,pago30933
1242,28416,pago84126
1243,58453,pago36268
1244,37649,pago30942
1245,65294,pago29545
1246,30573,pago84970
1247,35250,pago4642
1248,8339,pago58283
1249,72354,pago90023
1250,31300,pago14446
1251,76853,pago97316
1252,85526,pago28615
1253,38647,pago64363
1254,48537,pago15571
1255,15658,pago96865
1256,98361,pago9155
1257,75201,pago4699
1258,71338,pago61593
1259,55392,pago60016
1260,55301,pago66954
1261,33805,pago31432
1262,89781,pago28716
1263,61768,pago76881
1264,61814,pago73985
1265,25969,pago1064
1266,80436,pago29186
1267,70124,pago72603
1268,10238,pago75752
1269,15714,pago18405
1270,56090,pago26544
1271,79201,pago39619
1272,44967,pago40586
1273,98768,pago61684
1274,24096,pago73038
1275,64585,pago70566
1276,42399,pago64985
1277,41677,pago25178
1278,96572,pago61603
1279,90213,pago41639
1280,84700,pago60722
1281,49325,pago75509
1282,4282,pago21448
1283,40943,pago4306
1284,55634,pago2836
1285,86882,pago32591
1286,73942,pago99445
1287,85502,pago1890
1288,55339,pago38809
1289,29957,pago21051
1290,57746,pago93128
1291,47343,pago71013
1292,12624,pago88772
1293,45025,pago89961
1294,94553,pago61769
1295,77590,pago26971
1296,30434,pago44519
1297,39123,pago20483
1298,1022,pago74150
1299,419,pago24746
1300,85261,pago18217
1301,82315,pago68717
1302,98534,pago65481
1303,16437,pago53587
1304,65311,pago7843
1305,18357,pago4192
1306,40299,pago3455
1307,85919,pago4325
1308,35467,pago81212
1309,77176,pago80597
1310,47715,pago43017
1311,68240,pago91840
1312,39422,pago14969
1313,17906,pago3137
1314,74133,pago23859
1315,11833,pago81581
1316,59373,pago28584
1317,65509,pago43956
1318,82937,pago16978
1319,43106,pago22066
1320,92499,pago21295
1321,31127,pago94891
1322,98951,pago47269
1323,83070,pago91342
1324,63498,pago25836
1325,1804,pago53907
1326,63,pago86765
1327,59906,pago63702
1328,45493,pago70034
1329,36753,pago85097
1330,91664,pago5886
1331,96680,pago76647
1332,93754,pago11343
1333,81240,pago86586
1334,70134,pago44901
1335,39166,pago86729
1336,4041,pago11264
1337,78538,pago37307
1338,85393,pago97050
1339,6714,pago27608
1340,22440,pago6261
1341,24667,pago58612
1342,5310,pago22019
1343,7424,pago18971
1344,46932,pago82889
1345,34059,pago51480
1346,42499,pago28201
1347,97318,pago69025
1348,97899,pago89923
1349,93248,pago1901
1350,36402,pago10183
1351,6209,pago15997
1352,34509,pago45321
1353,20681,pago41362
1354,51965,pago38989
1355,13255,pago58376
1356,55459,pago94763
1357,40403,pago76367
1358,48100,pago24393
1359,77167,pago40413
1360,57823,pago93424
1361,18854,pago59806
1362,65340,pago5808
1363,13618,pago8837
